"","age","price","bedrooms","bathrooms","bathroom_to_bedroom_ratio","floors","waterfront","view","condition","grade","yr_renovated","sqft_living15","sqft_lot15","sqft_above","sqft_basement"
"238","Very Old","Expensive","4","1","Less than adequate","1","No","No view","Decent","Decent","Renovated","Small","Very small","Average","Very Small"
"239","Moderately New","Ultra premium","3","4","More than adequate","2","No","No view","Decent","Good","Not renovated","Very large","Very large","Very large","Very Small"
"240","Average","Expensive","6","3","Less than adequate","1","No","Multiple views","Good","Decent","Not renovated","Very large","Very large","Large","Large"
"241","Average","Cheap","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Very small","Large","Average","No basement"
"242","Old","Cheap","2","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Very small","Small","Very small","No basement"
"243","Old","Expensive","2","1","Less than adequate","1","No","No view","Poor","Decent","Not renovated","Small","Very small","Average","No basement"
"244","Moderately Old","Cheap","3","1","Less than adequate","1","No","No view","Good","Poor","Not renovated","Very small","Average","Small","No basement"
"245","Old","Expensive","2","1","Less than adequate","1","No","Multiple views","Good","Decent","Not renovated","Very small","Very small","Very small","Small"
"246","Moderately New","Affordable","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Large","Very large","No basement"
"247","Moderately New","Ultra premium","4","3","Adequate","1","Yes","Multiple views","Decent","Decent","Not renovated","Very large","Very large","Large","Large"
"248","Moderately Old","Cheap","2","2","Adequate","1","No","No view","Decent","Poor","Not renovated","Very small","Very small","Very small","No basement"
"249","Average","Cheap","4","2","Less than adequate","1","No","No view","Good","Decent","Not renovated","Average","Average","Large","No basement"
"250","Old","Expensive","3","2","Adequate","1","No","No view","Good","Poor","Not renovated","Very small","Very small","Very small","Very large"
"251","Average","Cheap","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Average","Average","Small","Small"
"252","New","Expensive","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Small","Very large","No basement"
"253","Moderately New","Expensive","3","2","Adequate","2","No","No view","Decent","Decent","Not renovated","Average","Very large","Average","No basement"
"254","Moderately Old","Affordable","3","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Small","Small","Very small","Medium"
"255","Moderately New","Cheap","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Small","Small","Average","No basement"
"256","Old","Premium","2","2","Adequate","1","No","Multiple views","Excellent","Decent","Not renovated","Very small","Average","Average","No basement"
"257","Moderately Old","Affordable","4","2","Less than adequate","1","No","No view","Good","Decent","Not renovated","Average","Average","Small","Large"
"258","Average","Affordable","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Small","Large","Small","Small"
"259","Average","Cheap","3","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Large","Small","No basement"
"260","New","Premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Small","Very large","No basement"
"261","Old","Ultra premium","3","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Small","Very small","Average","Very Small"
"262","Moderately Old","Cheap","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Small","Large","Small","No basement"
"263","Average","Premium","3","2","Adequate","2","No","No view","Decent","Good","Not renovated","Large","Very large","Small","Medium"
"264","Old","Expensive","2","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Very small","Very small","Very small","No basement"
"265","Old","Affordable","1","1","Adequate","1","Yes","Multiple views","Excellent","Poor","Not renovated","Very small","Very large","Very small","No basement"
"266","Moderately New","Cheap","4","3","Adequate","2","No","No view","Good","Decent","Not renovated","Average","Average","Average","No basement"
"267","Moderately Old","Cheap","3","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Small","Very small","No basement"
"268","Old","Expensive","2","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Very small","Very small","No basement"
"269","Average","Cheap","3","3","Adequate","1","No","No view","Decent","Decent","Not renovated","Large","Average","Average","Small"
"270","Average","Ultra premium","4","3","Adequate","1","No","Multiple views","Decent","Good","Renovated","Very large","Very large","Very large","Very Small"
"271","Moderately New","Ultra premium","4","5","More than adequate","2","No","No view","Good","Good","Not renovated","Very large","Very large","Very large","No basement"
"272","Old","Expensive","2","1","Less than adequate","1","No","No view","Good","Decent","Not renovated","Small","Average","Very small","No basement"
"273","Average","Cheap","3","1","Less than adequate","1","No","No view","Good","Decent","Not renovated","Very small","Average","Average","No basement"
"274","Moderately Old","Cheap","3","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Average","Small","No basement"
"275","Moderately Old","Affordable","3","2","Adequate","1","No","No view","Decent","Decent","Renovated","Small","Very small","Very small","Large"
"276","New","Affordable","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Small","Very large","No basement"
"277","Moderately Old","Expensive","3","2","Adequate","1","No","No view","Excellent","Decent","Not renovated","Small","Large","Large","No basement"
"278","New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Average","Very large","Very large","Small"
"279","Moderately New","Expensive","4","3","Adequate","1","No","No view","Decent","Decent","Not renovated","Very large","Very large","Large","No basement"
"280","Old","Expensive","3","2","Adequate","1","No","No view","Decent","Poor","Not renovated","Average","Small","Small","Large"
"281","Average","Affordable","4","2","Less than adequate","1","No","No view","Good","Decent","Not renovated","Average","Large","Average","Medium"
"282","Old","Cheap","2","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Small","Large","Very small","No basement"
"283","Old","Ultra premium","5","3","Adequate","2","No","Single View","Excellent","Decent","Renovated","Very large","Average","Very large","Small"
"284","New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Average","Very large","No basement"
"285","Moderately New","Affordable","3","3","Adequate","1","No","No view","Good","Decent","Not renovated","Very large","Very large","Average","Small"
"286","Moderately New","Affordable","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Average","Very large","No basement"
"287","Average","Expensive","5","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Large","Large","Large","Small"
"288","Average","Expensive","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Small","Average","Small","Small"
"289","Moderately New","Premium","5","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Large","Large","Average","Large"
"290","Moderately Old","Expensive","2","1","Less than adequate","1","No","No view","Good","Decent","Not renovated","Small","Very large","Small","Small"
"291","Average","Affordable","4","3","Adequate","2","No","No view","Good","Decent","Not renovated","Large","Very large","Large","No basement"
"292","Average","Premium","4","2","Less than adequate","1","No","Multiple views","Good","Decent","Not renovated","Large","Large","Large","Medium"
"293","Moderately New","Affordable","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Large","Large","No basement"
"294","Moderately New","Premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Large","Large","Small"
"295","Old","Premium","3","2","Adequate","2","No","Multiple views","Excellent","Decent","Not renovated","Large","Very small","Small","Medium"
"296","Moderately New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Very large","Very large","No basement"
"297","Moderately New","Cheap","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Average","Average","Small","No basement"
"298","Moderately New","Expensive","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Average","Very large","No basement"
"299","Moderately Old","Expensive","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Large","Small","Small","Medium"
"300","Moderately Old","Cheap","3","2","Adequate","1","No","Multiple views","Decent","Decent","Not renovated","Small","Large","Very small","Small"
"301","New","Ultra premium","4","5","More than adequate","1","Yes","Multiple views","Decent","Good","Not renovated","Very large","Very large","Very large","Medium"
"302","Moderately New","Affordable","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Average","Very large","No basement"
"303","Moderately Old","Premium","3","3","Adequate","1","No","No view","Good","Decent","Not renovated","Large","Average","Very small","Large"
"304","New","Cheap","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Very small","Large","No basement"
"305","Moderately Old","Affordable","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Small","Large","Very small","Large"
